193.30.100.0/24,ES,ES-CO,Cordoba
193.30.101.0/24,ES,ES-CO,Cordoba
193.30.102.0/24,ES,ES-CO,Cordoba
193.30.103.0/24,ES,ES-CO,Cordoba
